snapshot_id,match_id,tour,match_date,tournament,round,surface,best_of,player1_name,player2_name,point_index,sets_1,sets_2,games_1,games_2,points_1,points_2,server,p1_service_points_won_before,p1_service_points_played_before,p2_service_points_won_before,p2_service_points_played_before,label_player1_win_match
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::10,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,10,0,0,1,0,0,15,B,5,8,1,1,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::11,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,11,0,0,1,0,0,30,B,5,8,2,2,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::12,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,12,0,0,1,0,0,40,B,5,8,3,3,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::13,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,13,0,0,1,0,15,40,B,5,8,3,4,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::14,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,14,0,0,1,0,30,40,B,5,8,3,5,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::15,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,15,0,0,1,0,40,40,B,5,8,3,6,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::16,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,16,0,0,1,0,40,AD,B,5,8,4,7,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::17,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,17,0,0,1,1,0,0,A,5,8,5,8,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::18,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,18,0,0,1,1,15,0,A,6,9,5,8,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::19,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,19,0,0,1,1,15,15,A,6,10,5,8,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::20,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,20,0,0,1,1,30,15,A,7,11,5,8,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::21,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,21,0,0,1,1,40,15,A,8,12,5,8,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::22,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,22,0,0,2,1,0,0,B,9,13,5,8,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::23,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,23,0,0,2,1,15,0,B,9,13,5,9,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::24,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,24,0,0,2,1,30,0,B,9,13,5,10,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::25,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,25,0,0,2,1,40,0,B,9,13,5,11,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::26,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,26,0,0,2,1,40,15,B,9,13,6,12,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::27,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,27,0,0,2,1,40,30,B,9,13,7,13,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::28,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,28,0,0,3,1,0,0,A,9,13,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::29,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,29,0,0,3,1,0,15,A,9,14,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::30,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,30,0,0,3,1,15,15,A,10,15,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::31,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,31,0,0,3,1,30,15,A,11,16,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::32,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,32,0,0,3,1,40,15,A,12,17,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::33,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,33,0,0,3,1,40,30,A,12,18,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::34,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,34,0,0,3,1,40,40,A,12,19,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::35,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,35,0,0,3,1,AD,40,A,13,20,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::36,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,36,0,0,3,1,40,40,A,13,21,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::37,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,37,0,0,3,1,AD,40,A,14,22,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::38,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,38,0,0,3,1,40,40,A,14,23,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::39,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,39,0,0,3,1,AD,40,A,15,24,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::40,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,40,0,0,4,1,0,0,B,16,25,7,14,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::41,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,41,0,0,4,1,0,15,B,16,25,8,15,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::42,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,42,0,0,4,1,0,30,B,16,25,9,16,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::43,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,43,0,0,4,1,15,30,B,16,25,9,17,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::44,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,44,0,0,4,1,15,40,B,16,25,10,18,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::45,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,45,0,0,4,2,0,0,A,16,25,11,19,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::46,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,46,0,0,4,2,0,15,A,16,26,11,19,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::47,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,47,0,0,4,2,15,15,A,17,27,11,19,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::48,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,48,0,0,4,2,30,15,A,18,28,11,19,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::49,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,49,0,0,4,2,30,30,A,18,29,11,19,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::50,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,50,0,0,4,2,40,30,A,19,30,11,19,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::51,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,51,0,0,5,2,0,0,B,20,31,11,19,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::52,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,52,0,0,5,2,0,15,B,20,31,12,20,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::53,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,53,0,0,5,2,0,30,B,20,31,13,21,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::54,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,54,0,0,5,2,15,30,B,20,31,13,22,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::55,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,55,0,0,5,2,30,30,B,20,31,13,23,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::56,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,56,0,0,5,2,40,30,B,20,31,13,24,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::57,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,57,0,0,5,2,40,40,B,20,31,14,25,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::58,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,58,0,0,5,2,40,AD,B,20,31,15,26,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::59,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,59,0,0,5,2,40,40,B,20,31,15,27,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::60,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,60,0,0,5,2,40,AD,B,20,31,16,28,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::61,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,61,0,0,5,2,40,40,B,20,31,16,29,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::62,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,62,0,0,5,2,40,AD,B,20,31,17,30,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::63,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,63,0,0,5,3,0,0,A,20,31,18,31,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::64,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,64,0,0,5,3,15,0,A,21,32,18,31,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::65,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,65,0,0,5,3,15,15,A,21,33,18,31,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::66,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,66,0,0,5,3,30,15,A,22,34,18,31,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::67,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,67,0,0,5,3,40,15,A,23,35,18,31,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::68,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,68,1,0,0,0,0,0,B,24,36,18,31,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::69,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,69,1,0,0,0,0,15,B,24,36,19,32,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::70,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,70,1,0,0,0,0,30,B,24,36,20,33,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::71,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,71,1,0,0,0,0,40,B,24,36,21,34,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::72,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,72,1,0,0,1,0,0,A,24,36,22,35,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::73,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,73,1,0,0,1,0,15,A,24,37,22,35,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::74,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,74,1,0,0,1,0,30,A,24,38,22,35,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::75,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,75,1,0,0,1,0,40,A,24,39,22,35,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::76,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,76,1,0,0,1,15,40,A,25,40,22,35,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::77,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,77,1,0,0,1,30,40,A,26,41,22,35,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::78,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,78,1,0,0,2,0,0,B,26,42,22,35,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::79,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,79,1,0,0,2,15,0,B,26,42,22,36,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::80,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,80,1,0,0,2,30,0,B,26,42,22,37,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::81,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,81,1,0,0,2,30,15,B,26,42,23,38,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::82,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,82,1,0,0,2,30,30,B,26,42,24,39,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::83,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,83,1,0,0,2,40,30,B,26,42,24,40,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::84,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,84,1,0,0,2,40,40,B,26,42,25,41,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::85,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,85,1,0,0,2,AD,40,B,26,42,25,42,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::86,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,86,1,0,1,2,0,0,A,26,42,25,43,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::87,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,87,1,0,1,2,15,0,A,27,43,25,43,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::88,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,88,1,0,1,2,30,0,A,28,44,25,43,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani::89,20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,wta,2015-01-05,Auckland,R32,Hard,3,Daniela Hantuchova,Sara Errani,89,1,0,1,2,40,0,A,29,45,25,43,1
